ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
0	20,4,6,15	1,0,0,0	21,10,5,6	0,0,0,0	282	99
1	31,13,13,23	1,0,0,0	30,18,12,10	0,0,0,0	360	99
2	7,5,8,5	1,0,2,0	11,1,6,3	2,0,1,0	178	99
3	203,166,161,113	1,0,1,0	210,83,113,110	1,0,0,0	233	99
4	81,42,42,24	0,1,1,0	69,36,41,66	0,0,0,0	352	99
5	1,0,3,0	2,2,3,5	2,0,0,0	1,0,2,6	219	99
6	85,53,40,40	0,0,0,0	96,42,39,51	0,0,1,0	224	99
7	18,13,18,14	0,0,0,0	17,11,8,11	0,0,1,0	112	99
8	75,34,48,30	1,0,0,0	48,25,21,33	0,0,0,0	190	99
9	85,28,36,23	0,0,0,0	61,27,27,34	0,1,0,0	236	99
10	1828,1108,1031,888	0,0,0,0	1671,1052,1133,1274	0,0,0,1	266	99
11	3,0,1,1	0,0,0,0	0,3,2,0	1,0,0,0	280	99
13	163,79,93,71	1,0,0,0	131,111,98,114	0,0,0,0	254	99
14	167,83,88,96	0,0,0,0	204,123,127,102	1,0,0,0	261	99
15	2,2,0,1	0,1,0,0	2,0,0,1	0,0,0,0	195	99
16	318,156,168,104	1,0,0,0	323,127,131,185	0,0,0,0	317	99
17	240,120,96,71	0,0,1,0	156,84,89,113	0,0,0,0	222	99
19	13,6,9,8	2,0,0,0	16,7,14,11	1,4,0,0	208	99
20	15,8,10,9	43,32,30,24	18,7,15,12	52,43,40,37	208	99
21	18,7,4,17	1,0,0,0	15,11,17,9	0,0,0,0	347	99
22	19,7,2,14	3,2,1,1	13,10,16,8	2,0,1,1	347	99
23	4,0,0,1	0,0,0,0	5,1,4,2	2,1,2,0	147	99
24	16,8,7,3	1,0,0,0	10,6,7,6	5,0,2,1	126	99
25	5,6,2,1	10,7,2,1	8,6,6,5	12,1,4,6	237	99
26	12,9,3,1	10,7,2,1	8,8,11,7	12,1,4,6	225	99
27	2,3,1,1	8,7,5,4	3,4,2,2	10,6,8,14	243	99
28	12,12,9,6	0,0,0,0	21,11,11,24	0,0,1,0	245	99
29	1,1,2,0	1,2,2,1	2,0,5,2	2,0,0,0	153	99
30	2,1,0,1	0,1,0,0	2,0,4,0	0,0,0,0	153	99
31	4,5,2,1	9,8,4,3	6,1,4,1	16,3,3,8	168	99
32	2,3,0,0	9,8,4,3	2,1,3,0	16,3,3,8	147	99
33	13,9,6,4	0,1,1,0	16,3,5,10	2,0,0,3	189	99
34	10,4,3,5	5,2,3,2	20,9,14,8	2,1,3,3	162	99
35	1,0,0,0	10,4,6,3	1,0,1,0	12,7,6,11	152	99
36	2,0,0,0	2,1,0,0	0,1,1,0	3,3,2,2	152	99
37	17,10,9,5	2,1,0,0	21,14,11,17	3,3,2,2	206	99
38	7,6,3,2	1,0,0,0	10,7,5,6	0,1,0,0	206	99
39	320,163,182,138	0,0,0,0	292,169,201,208	0,0,1,0	638	99
40	281,140,157,127	1,2,4,0	254,144,174,182	1,1,2,1	638	99
41	307,160,170,139	0,0,0,0	280,169,194,205	0,0,1,0	632	99
42	268,137,145,128	1,2,4,0	242,144,167,179	1,1,2,1	632	99
43	0,0,0,0	1,2,4,0	1,0,0,0	1,1,2,1	175	99
44	29,18,22,10	1,0,0,0	25,19,23,19	1,1,0,0	175	99
45	109,66,71,38	0,0,0,0	105,56,78,60	1,0,0,0	285	99
46	1,0,2,0	7,6,4,3	2,1,0,0	5,1,0,5	209	99
47	0,0,0,0	7,6,4,3	2,1,0,0	5,1,0,5	144	99
48	7,7,7,2	6,3,1,1	15,11,4,11	1,0,2,3	231	99
49	197,82,120,52	0,0,0,0	120,60,86,73	1,0,0,0	264	99
51	17,3,8,5	0,0,1,0	11,6,7,7	1,0,0,0	166	99
52	7,4,2,4	1,0,1,0	8,2,5,3	0,1,1,0	166	99
53	14,6,9,5	0,0,1,0	9,8,6,5	1,0,0,0	234	99
54	15,6,9,5	1,0,1,0	8,8,6,5	0,1,1,0	234	99
55	38,39,32,16	1,0,0,0	27,21,22,33	0,1,0,1	397	99
56	106,45,65,35	0,0,0,1	59,42,47,63	0,0,0,0	212	99
57	236,105,99,58	0,0,0,0	149,68,56,64	0,0,0,1	181	99
58	50,21,44,22	15,9,10,12	49,21,41,29	13,4,10,3	172	99
59	58,29,26,15	1,0,0,0	25,16,21,19	0,0,0,0	147	99
60	30,16,14,5	0,0,0,0	9,11,11,12	0,1,1,0	147	99
61	58,26,19,14	10,1,4,3	22,20,22,27	1,4,5,1	147	99
63	1193,566,617,536	0,0,0,0	1321,1153,849,894	1,1,0,0	10089	99
64	65,33,39,20	13,5,6,5	47,23,24,30	17,4,11,7	144	99
65	28,15,12,13	0,0,0,1	17,15,6,12	1,0,0,0	144	99
66	91,57,57,46	0,0,0,1	91,33,45,41	1,0,0,0	225	99
67	122,72,82,51	7,2,4,3	106,41,54,57	2,4,2,5	225	99
68	291,194,199,144	0,0,0,0	280,146,164,199	0,0,0,1	415	99
69	295,156,121,121	0,0,0,0	240,153,136,192	2,0,0,1	306	99
70	205,113,127,87	2,5,1,3	170,116,118,121	3,3,1,1	315	99
71	749,364,444,348	1,1,2,1	771,478,414,492	0,1,0,0	513	99
72	92,63,67,39	4,2,1,0	110,58,46,64	2,2,0,2	180	99
73	0,0,0,0	4,2,0,4	3,2,3,4	6,4,4,1	634	99
74	24,16,21,9	1,0,0,0	43,9,8,20	0,0,0,0	194	99
75	16,6,5,9	0,1,0,1	17,17,5,9	0,0,0,0	133	99
76	0,0,0,1	0,0,0,0	0,2,0,0	1,1,0,0	153	99
77	0,0,0,1	0,1,0,0	0,1,0,0	1,0,1,2	153	99
78	0,0,0,0	5,5,6,1	1,2,0,0	10,4,5,9	179	99
79	11,10,9,4	0,0,0,0	15,8,10,12	1,0,0,0	254	99
80	0,1,1,0	3,3,4,4	1,1,0,2	6,2,3,3	153	99
81	0,2,1,0	1,1,0,1	1,1,0,2	2,1,0,0	153	99
82	1,0,0,0	0,0,0,0	0,0,0,0	1,0,0,0	124	99
83	72,46,38,35	0,0,0,0	49,59,96,58	0,0,1,0	1368	99
84	73,49,43,37	0,0,0,0	53,63,100,59	0,0,1,0	1407	99
85	19,7,3,14	1,0,0,1	14,12,15,12	1,1,0,0	132	99
86	44,12,12,27	6,3,6,7	37,33,25,34	9,4,6,6	132	99
87	1,0,0,1	6,3,6,7	1,1,2,0	9,4,6,6	120	99
88	2,2,1,3	27,7,10,16	3,2,6,2	26,23,14,24	120	99
89	73,39,54,28	0,1,0,0	65,53,60,63	2,0,1,0	760	99
90	82,48,46,33	0,1,0,0	77,66,62,70	0,0,1,0	164	99
91	280,131,177,142	2,0,0,5	273,258,242,262	1,0,4,1	289	99
92	0,0,0,0	8,2,8,5	1,0,0,0	15,10,5,12	120	99
93	2105,1217,1563,1454	2,0,1,0	2444,3589,2575,2755	3,3,2,0	262	99
94	2,1,5,7	245,133,159,141	9,7,4,9	293,383,302,286	196	99
95	3,2,5,10	2,0,3,1	14,10,5,11	3,0,1,1	196	99
96	226,129,151,145	0,1,0,1	313,377,310,250	0,0,0,0	196	99
97	2,2,1,1	2,1,1,4	2,1,1,3	5,4,2,5	184	99
98	8,1,5,5	0,0,0,0	8,9,5,12	0,1,0,0	187	99
99	8,2,3,4	203,116,124,125	8,10,5,14	228,275,249,256	187	99
100	1376,711,767,866	0,0,0,0	1573,1978,1642,1550	0,1,0,0	420	99
101	124,86,46,32	0,0,1,0	133,75,62,81	0,0,0,0	743	99
102	39,20,14,2	0,0,2,0	20,14,17,18	0,0,0,0	181	99
103	135,71,93,81	0,0,0,0	127,76,57,59	0,0,1,0	489	99
104	930,596,643,680	34,29,28,26	952,933,1075,847	33,41,36,27	393	99
105	20,12,17,7	22,10,13,8	21,9,14,16	14,10,10,10	277	99
106	78,50,45,33	1,2,1,0	98,48,38,59	0,1,1,0	268	99
107	1,0,1,1	90,54,55,46	1,1,0,0	111,57,52,88	132	99
108	113,68,58,50	0,0,1,0	136,69,66,95	0,0,0,0	156	99
110	56,21,28,19	0,0,0,0	64,63,47,35	1,1,0,0	432	99
111	15,4,3,13	0,0,0,0	28,13,12,14	0,0,0,1	234	99
112	31,14,5,21	0,0,0,0	55,21,29,21	0,0,0,1	227	99
113	81,51,63,25	0,0,0,1	65,49,43,65	4,0,0,2	169	99
114	203,110,135,103	1,0,0,0	174,136,146,170	0,2,2,5	345	99
115	144,16,104,90	0,0,1,0	44,91,14,231	0,1,0,0	243	99
116	219,124,140,99	0,0,0,0	185,101,105,165	0,0,1,0	225	99
117	102,63,77,75	0,0,0,0	89,53,54,99	1,0,1,0	286	99
