ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
0	71,45,46,38	28,15,12,13	74,29,40,31	17,15,6,12	198	144
1	1,0,0,0	6,6,6,2	0,0,0,0	12,5,5,9	124	198
2	44,12,12,27	1,0,0,1	37,33,25,34	1,1,2,0	132	120
3	1,2,4,7	470,262,309,285	9,6,3,6	606,759,611,533	196	196
4	308,188,231,139	344,170,253,192	265,149,172,156	260,233,299,239	198	198
5	9,5,11,8	1,0,1,1	18,13,9,16	0,0,0,0	198	198
6	0,2,1,0	5,4,1,1	2,0,1,0	0,1,0,1	187	198
7	11,6,5,3	203,75,92,100	5,8,8,8	239,149,157,171	194	194
8	11,6,5,3	120,65,65,64	5,8,8,8	125,121,141,125	194	194
9	203,75,92,100	120,65,65,64	239,149,157,171	125,121,141,125	194	194
10	5,1,1,0	48,13,24,21	3,2,2,0	31,11,11,30	198	198
11	26,21,11,14	25,18,16,10	18,31,27,19	25,27,26,19	198	198
12	158,95,133,132	384,179,246,234	140,146,170,137	317,233,306,303	198	198
13	19,10,10,13	13,6,10,3	11,11,6,7	15,6,4,13	142	198
14	2,0,2,0	15,11,15,14	1,2,3,2	23,9,11,12	198	198
15	105,49,73,101	75,35,50,57	80,71,74,67	68,42,53,66	126	198
16	46,12,23,18	98,58,78,44	46,21,28,36	95,52,63,74	148	148
17	46,12,23,18	14,3,13,5	46,21,28,36	9,9,10,6	148	148
18	98,58,78,44	14,3,13,5	95,52,63,74	9,9,10,6	148	148
19	463,271,306,328	526,352,400,442	366,457,479,467	475,581,614,532	138	198
20	46,26,45,43	78,43,50,47	48,54,75,64	84,44,77,68	198	198
21	14,9,4,6	30,21,21,18	8,10,22,10	21,17,35,37	198	198
22	23,6,10,9	30,21,21,18	13,13,15,24	21,17,35,37	184	198
23	9,2,4,2	30,21,19,19	2,5,9,8	22,17,33,36	151	198
24	23,6,10,9	14,9,4,6	13,13,15,24	8,10,22,10	184	198
25	29,19,12,9	6,9,9,1	19,8,14,16	8,7,11,2	198	139
26	26,9,6,10	6,9,9,1	13,8,11,12	8,7,11,2	170	139
27	199,157,154,110	58,31,51,45	247,88,155,219	68,28,52,62	198	198
28	98,52,55,46	3,3,8,3	110,53,46,70	3,6,1,3	198	198
29	25,6,7,12	3,0,1,1	21,29,27,32	3,0,1,0	198	198
30	9,4,10,8	1,0,1,1	17,10,8,8	2,2,0,2	168	144
31	5,1,5,5	7,4,5,3	10,9,6,5	16,5,10,12	198	198
