ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
0	16,0,8,3	0,0,0,2	8,10,3,8	0,0,0,1	194	99
1	14,1,6,7	0,0,0,0	4,12,5,5	0,1,0,0	192	99
2	12,4,7,9	2,0,0,0	7,9,4,7	0,0,0,0	312	99
3	19,8,15,3	39,27,27,17	6,12,8,9	14,18,34,26	184	99
7	1,3,0,0	1,0,0,1	0,0,0,0	1,1,1,2	197	99
8	1,3,0,0	1,0,1,0	0,0,0,0	0,1,0,1	180	99
9	0,0,0,1	0,0,0,0	0,0,0,0	0,0,0,1	167	99
11	131,90,87,64	3,6,8,7	60,91,95,66	7,4,5,4	252	99
12	11,4,1,4	0,0,0,0	4,9,4,12	0,0,2,0	157	99
13	38,26,21,19	4,0,0,1	21,9,34,48	0,0,1,7	501	99
14	11,8,8,4	1,0,0,2	4,5,9,16	0,0,2,1	167	99
15	19,7,8,2	3,0,0,0	4,7,9,15	1,1,2,1	164	99
16	17,4,13,6	1,2,0,0	7,12,14,19	2,2,0,0	208	99
17	11,8,8,10	1,0,0,4	7,10,6,15	0,0,1,0	185	99
18	145,82,104,73	6,3,2,4	90,88,72,113	3,3,2,4	177	99
19	4,3,0,0	0,0,0,0	3,1,0,0	1,0,0,0	188	99
20	3,2,3,1	6,0,0,0	1,3,6,2	1,0,0,0	233	99
21	29,12,20,9	1,0,0,0	11,11,21,15	1,0,0,2	635	99
22	8,3,3,2	2,0,0,0	2,2,3,1	1,1,0,0	179	99
23	21,11,10,14	2,3,1,1	8,18,10,18	1,1,0,0	150	99
24	25,15,11,15	4,6,3,10	12,19,11,22	3,5,6,1	165	99
25	181,86,139,110	21,19,15,8	118,114,102,140	16,18,13,11	176	99
26	52,13,16,9	103,46,44,21	14,15,11,11	36,39,40,26	162	99
27	72,24,33,37	1,0,0,0	31,30,25,45	0,1,0,1	217	99
28	55,26,41,19	2,0,0,2	41,31,33,50	0,0,0,1	165	99
29	21,11,13,20	0,0,0,0	15,18,6,30	1,2,0,0	191	99
30	2,2,2,0	1,0,0,0	4,1,6,0	0,1,0,2	409	99
31	12,7,2,4	4,5,4,0	3,6,18,3	0,1,3,2	175	99
32	50,25,26,26	3,2,4,2	19,25,22,28	0,1,1,2	156	99
33	24,23,20,13	0,1,0,0	18,21,20,15	0,0,0,0	162	99
34	94,41,79,72	6,3,6,2	86,54,74,116	4,3,2,6	176	99
35	91,40,73,71	9,5,6,6	83,52,73,111	8,4,3,7	166	99
36	201,101,106,90	4,1,5,1	52,60,76,102	0,1,2,1	377	99
37	10,6,5,5	1,3,4,1	5,4,5,16	2,2,2,1	183	99
38	34,14,22,11	8,2,0,3	6,25,11,31	1,2,0,9	270	99
39	4,6,0,3	2,3,1,1	1,5,8,4	0,3,1,7	281	99
40	38,26,37,26	1,0,2,1	22,20,6,32	2,1,0,0	196	99
42	66,38,42,27	0,0,0,1	26,27,23,48	0,0,0,1	180	99
43	13,5,3,9	0,0,1,0	11,5,9,9	0,0,0,0	232	99
44	95,45,54,22	9,5,4,2	29,59,100,51	2,9,9,2	261	99
45	10,10,6,5	36,20,15,11	6,5,8,8	11,15,12,14	201	99
46	108,63,60,52	6,2,5,0	64,75,25,118	0,1,3,6	163	99
47	3,3,3,2	0,1,0,0	2,4,1,1	0,0,0,0	166	99
48	52,20,43,22	1,1,1,5	29,30,22,34	3,1,1,1	268	99
49	6,10,8,1	0,0,0,0	1,8,7,3	1,0,0,1	400	99
50	12,8,15,10	579,379,414,300	6,14,18,11	300,307,288,482	171	99
51	42,30,24,17	4,1,0,2	11,23,17,17	0,0,1,0	185	99
52	27,19,25,15	2,1,2,0	14,19,24,12	0,0,0,4	219	99
53	78,45,50,25	4,3,3,2	27,26,44,31	0,4,1,0	483	99
54	4,2,2,0	0,0,1,0	3,0,3,1	0,0,0,0	189	99
56	124,50,57,54	9,7,8,3	72,70,61,139	9,6,1,11	195	99
58	84,42,28,28	5,0,1,1	35,35,22,50	0,1,0,0	168	99
59	7,1,1,1	1,1,0,0	1,1,1,0	0,0,0,0	159	99
60	18,6,11,3	2,0,0,0	13,12,16,19	1,0,1,2	340	99
63	19,8,7,6	1,1,1,0	13,20,17,27	1,0,0,1	559	99
64	5,2,4,4	1,0,0,0	6,8,9,12	0,0,1,2	172	99
69	60,43,49,40	8,6,6,1	29,22,36,31	1,3,3,0	161	99
70	308,213,242,232	4,2,0,0	199,206,200,511	0,1,3,2	279	99
71	43,23,23,15	2,2,0,5	21,17,26,17	1,5,1,2	172	99
72	100,59,50,53	9,6,2,3	51,25,32,55	1,4,2,4	654	99
73	21,13,33,8	13,1,6,3	6,4,17,10	5,6,14,12	441	99
74	11,7,20,6	5,2,3,1	6,2,13,7	0,0,1,1	335	99
75	372,216,223,171	6,3,3,1	130,192,126,173	1,2,1,1	511	99
76	3,3,0,2	8,3,8,3	5,2,4,5	7,4,2,12	170	99
77	19,14,16,14	6,0,1,2	13,6,8,4	2,1,1,2	181	99
78	27,15,19,14	4,2,0,1	13,9,10,5	1,1,3,4	223	99
79	51,13,44,14	1,1,0,0	31,20,21,16	0,0,0,1	801	99
80	7,2,1,3	2,0,0,0	0,1,1,1	1,0,1,2	237	99
81	6,1,1,1	0,0,0,1	0,1,1,1	0,0,0,0	159	99
83	11,8,9,7	19,9,14,8	5,6,7,6	4,14,6,6	204	99
84	29,13,22,16	17,5,8,3	17,22,20,16	8,8,6,4	219	99
87	16,6,3,5	1,2,0,1	9,9,4,9	1,1,0,2	195	99
88	1,2,1,0	24,10,18,11	0,3,0,1	16,7,13,16	168	99
89	2,1,3,1	2,2,0,3	0,1,3,4	1,4,1,3	264	99
90	0,0,1,1	1,3,0,1	0,1,2,2	0,0,0,0	177	99
94	50,24,40,22	0,0,0,0	29,20,31,25	1,0,0,1	261	99
95	97,34,64,60	7,1,1,2	48,64,76,52	6,4,2,1	262	99
96	69,36,54,29	3,1,1,0	24,40,30,51	0,0,0,2	174	99
97	46,31,32,30	2,0,0,0	36,28,22,26	0,0,0,1	156	99
98	46,31,32,30	2,0,0,1	36,28,22,26	1,0,0,1	159	99
99	2,3,0,2	0,0,0,0	0,2,6,4	1,0,0,0	330	99
100	3,2,1,1	0,1,0,0	2,0,2,0	0,0,0,0	180	99
101	4,4,1,2	1,0,0,0	2,0,3,0	0,0,0,0	222	99
102	10,10,2,2	5,0,1,1	1,0,3,4	0,0,0,1	258	99
103	5,0,2,5	0,0,0,0	4,1,2,3	0,1,0,0	177	99
104	3,4,3,2	8,4,7,5	0,1,2,2	4,6,2,4	173	99
105	3,1,0,2	1,1,0,0	2,1,1,0	0,0,0,0	174	99
106	84,70,49,37	4,1,1,0	32,63,39,53	0,0,1,5	202	99
107	0,0,2,0	1,1,1,0	0,0,2,4	3,0,1,1	159	99
109	81,42,44,38	27,15,12,19	39,45,55,40	11,13,12,8	402	99
111	21,12,16,7	0,0,1,0	8,13,11,10	0,0,1,0	270	99
112	26,33,24,9	0,0,0,0	15,32,18,31	0,0,0,1	3185	99
113	3,4,0,1	0,0,0,0	1,3,0,4	0,0,1,1	213	99
114	2,0,0,0	0,0,1,0	1,1,0,2	1,1,0,0	148	99
115	3,4,0,1	0,0,0,0	1,3,0,4	1,0,0,0	224	99
117	0,3,4,2	1,0,1,0	0,0,1,3	1,0,0,0	713	99
119	36,19,22,27	0,0,2,0	16,15,19,22	0,2,0,0	786	99
120	4,2,2,6	0,2,0,0	1,8,7,4	0,0,1,1	161	99
121	22,24,22,13	9,1,2,4	15,11,17,16	2,4,5,7	213	99
122	42,38,40,19	4,2,0,0	23,22,26,36	0,1,0,0	277	99
123	39,15,6,14	5,0,5,2	9,13,18,25	1,2,1,9	1621	99
124	5,1,1,1	25,12,9,9	4,2,1,3	5,8,7,14	183	99
126	2,0,0,0	0,0,0,0	0,3,1,1	0,0,1,0	239	99
127	7,2,3,4	1,0,0,0	5,7,3,5	0,0,0,0	654	99
129	2,0,0,1	0,1,0,0	1,1,0,0	0,0,0,0	223	99
130	9,7,9,10	0,1,1,1	3,6,8,5	0,0,1,1	275	99
131	9,6,7,9	6,3,2,5	2,5,7,4	3,5,1,3	260	99
133	79,40,37,22	2,1,0,0	35,32,33,31	0,3,3,3	184	99
134	52,33,30,19	1,1,0,1	17,18,17,29	1,0,1,0	180	99
135	64,43,32,24	13,2,4,2	23,23,27,35	1,1,2,6	234	99
136	69,21,36,20	4,2,2,2	45,20,14,42	0,2,1,3	187	99
